time,current_grade,target_grade,speed,stock_flow,steam,filler,basis_weight,moisture,ash,caliper,off_spec
16,CP080,CP120,968.0,520.08,5.0,97.36,87.04,5.4,18.91,90.45,1
17,CP080,CP120,966.0,522.25,5.0,97.49,87.34,5.42,19.02,90.27,1
18,CP080,CP120,964.0,524.38,5.0,97.61,87.49,5.42,19.12,90.38,1
19,CP080,CP120,962.0,526.47,5.0,97.73,88.08,5.43,19.16,90.7,1
20,CP080,CP120,960.0,528.53,5.0,97.85,88.31,5.42,19.2,90.76,1
21,CP080,CP120,958.0,530.56,5.0,97.97,88.37,5.4,19.26,90.89,1
22,CP080,CP120,956.0,532.55,5.0,98.09,88.48,5.43,19.33,91.13,1
23,CP080,CP120,954.0,534.5,5.0,98.21,88.99,5.48,19.36,91.04,1
24,CP080,CP120,952.0,536.43,5.0,98.32,89.7,5.5,19.42,91.01,1
25,CP080,CP120,950.0,538.32,5.0,98.43,90.04,5.48,19.45,91.27,1
26,CP080,CP120,948.0,540.18,5.0,98.54,90.35,5.41,19.46,91.38,1
27,CP080,CP120,946.0,542.01,5.0,98.65,90.58,5.49,19.46,91.67,1
28,CP080,CP120,944.0,543.81,5.0,98.75,90.87,5.5,19.5,91.99,1
29,CP080,CP120,942.0,545.58,5.0,98.86,91.19,5.51,19.54,92.04,1
30,CP080,CP120,940.0,547.32,5.0,98.96,91.55,5.51,19.57,92.01,1
31,CP080,CP120,938.0,549.03,5.0,99.06,91.89,5.57,19.65,91.89,1
32,CP080,CP120,936.0,550.72,5.0,99.16,92.24,5.49,19.68,92.18,1
33,CP080,CP120,934.0,552.37,5.0,99.26,92.17,5.55,19.66,92.41,1
34,CP080,CP120,932.0,554.0,5.0,99.36,92.37,5.51,19.65,92.52,1
35,CP080,CP120,930.0,555.6,5.0,99.46,92.73,5.58,19.7,92.63,1
36,CP080,CP120,928.0,557.17,5.0,99.56,93.15,5.61,19.62,92.48,1
37,CP080,CP120,926.0,558.72,5.0,99.66,93.27,5.62,19.67,92.69,1
38,CP080,CP120,924.0,560.24,5.0,99.76,93.83,5.58,19.76,92.83,1
39,CP080,CP120,922.0,561.74,5.0,99.86,94.21,5.57,19.83,92.77,1
40,CP080,CP120,920.0,563.24,5.0,99.96,94.36,5.5,19.87,92.93,1
41,CP080,CP120,918.0,564.74,5.0,100.06,94.69,5.5,19.92,93.2,1
42,CP080,CP120,916.0,566.24,5.0,100.16,95.25,5.5,19.94,93.21,1
43,CP080,CP120,914.0,567.74,5.0,100.26,95.83,5.5,19.98,93.31,1
44,CP080,CP120,912.0,569.24,5.0,100.36,95.71,5.53,20.04,93.57,1
45,CP080,CP120,910.0,570.74,5.0,100.46,96.39,5.53,20.18,93.65,1
46,CP080,CP120,908.0,572.24,5.0,100.56,96.62,5.53,20.19,93.71,1
47,CP080,CP120,906.0,573.74,5.0,100.66,96.88,5.57,20.26,94.06,1
48,CP080,CP120,904.0,575.24,5.0,100.76,97.26,5.62,20.34,94.22,1
49,CP080,CP120,902.0,576.74,5.0,100.86,97.52,5.59,20.4,94.4,1
50,CP080,CP120,900.0,578.24,5.0,100.96,98.06,5.61,20.34,94.96,1
51,CP080,CP120,900.0,579.74,5.0,101.06,98.44,5.56,20.37,95.29,1
52,CP080,CP120,900.0,581.24,5.0,101.16,98.66,5.61,20.43,95.55,1
53,CP080,CP120,900.0,582.74,5.0,101.26,99.07,5.63,20.47,95.62,1
54,CP080,CP120,900.0,584.24,5.0,101.36,99.43,5.66,20.48,95.91,1
55,CP080,CP120,900.0,585.74,5.0,101.46,99.81,5.63,20.45,96.53,1
56,CP080,CP120,900.0,587.24,5.0,101.56,99.99,5.65,20.45,96.72,1
57,CP080,CP120,900.0,588.74,5.0,101.66,100.38,5.65,20.46,97.14,1
58,CP080,CP120,900.0,590.24,5.0,101.76,100.61,5.62,20.46,97.38,1
59,CP080,CP120,900.0,591.74,5.0,101.86,100.82,5.58,20.51,97.56,1
60,CP080,CP120,900.0,593.24,5.0,101.96,101.36,5.57,20.55,97.92,1
61,CP080,CP120,900.0,594.74,5.0,102.06,101.61,5.54,20.61,98.19,1
62,CP080,CP120,900.0,596.24,5.0,102.16,101.7,5.51,20.67,98.29,1
63,CP080,CP120,900.0,597.74,5.0,102.26,101.78,5.51,20.72,98.46,1
64,CP080,CP120,900.0,599.24,5.0,102.36,101.96,5.55,20.77,98.95,1
65,CP080,CP120,900.0,600.74,5.0,102.46,102.45,5.51,20.76,99.39,1
66,CP080,CP120,900.0,602.24,5.0,102.56,102.7,5.51,20.76,99.53,1
67,CP080,CP120,900.0,603.74,5.0,102.66,103.06,5.5,20.74,99.66,1
68,CP080,CP120,900.0,605.24,5.0,102.76,103.51,5.52,20.75,100.06,1
69,CP080,CP120,900.0,606.74,5.0,102.86,103.72,5.53,20.81,100.56,1
70,CP080,CP120,900.0,608.24,5.0,102.96,103.93,5.52,20.77,100.89,1
71,CP080,CP120,900.0,609.74,5.0,103.06,104.2,5.52,20.79,101.06,1
72,CP080,CP120,900.0,611.24,5.0,103.16,104.52,5.51,20.82,101.4,1
73,CP080,CP120,900.0,612.74,5.0,103.26,104.59,5.5,20.86,101.45,1
74,CP080,CP120,900.0,614.24,5.0,103.36,104.91,5.46,20.88,101.6,1
75,CP080,CP120,900.0,615.74,5.0,103.46,105.05,5.42,20.88,101.85,1
76,CP080,CP120,900.0,617.24,5.0,103.56,105.71,5.39,21.0,102.18,1
77,CP080,CP120,900.0,618.74,5.0,103.66,106.13,5.41,20.99,102.28,1
78,CP080,CP120,900.0,620.24,5.0,103.76,106.38,5.41,21.04,102.61,1
79,CP080,CP120,900.0,621.74,5.0,103.86,106.72,5.41,21.05,103.07,1
80,CP080,CP120,900.0,623.24,5.0,103.96,107.25,5.43,21.12,103.37,1
81,CP080,CP120,900.0,624.74,5.0,104.06,107.36,5.4,21.13,103.57,1
82,CP080,CP120,900.0,626.24,5.0,104.16,107.7,5.39,21.14,103.74,1
83,CP080,CP120,900.0,627.74,5.0,104.26,108.03,5.32,21.11,103.95,1
84,CP080,CP120,900.0,629.24,5.0,104.36,108.35,5.3,21.15,104.0,1
85,CP080,CP120,900.0,630.74,5.0,104.46,108.6,5.3,21.17,104.19,1
86,CP080,CP120,900.0,632.24,5.0,104.56,108.75,5.35,21.17,104.44,1
87,CP080,CP120,900.0,633.74,5.0,104.66,108.82,5.34,21.17,104.89,1
88,CP080,CP120,900.0,635.24,5.0,104.76,109.08,5.41,21.14,105.47,1
89,CP080,CP120,900.0,636.74,5.0,104.86,109.2,5.43,21.15,106.16,1
90,CP080,CP120,900.0,638.24,5.0,104.96,109.49,5.46,21.12,106.53,1
91,CP080,CP120,900.0,639.74,5.0,105.0,109.99,5.43,21.2,106.79,1
92,CP080,CP120,900.0,641.24,5.0,105.0,110.45,5.48,21.21,107.14,1
93,CP080,CP120,900.0,642.74,5.0,105.0,110.83,5.44,21.14,107.46,1
94,CP080,CP120,900.0,644.24,5.0,105.0,111.11,5.45,21.26,107.78,1
95,CP080,CP120,900.0,645.74,5.0,105.0,111.14,5.5,21.32,107.92,1
96,CP080,CP120,900.0,647.24,5.0,105.0,111.35,5.49,21.35,108.32,1
97,CP080,CP120,900.0,648.74,5.0,105.0,111.76,5.49,21.42,108.69,1
98,CP080,CP120,900.0,650.0,5.0,105.0,112.11,5.47,21.46,108.83,1
99,CP080,CP120,900.0,650.0,5.0,105.0,112.32,5.49,21.51,109.12,1
100,CP080,CP120,900.0,650.0,5.0,105.0,112.51,5.47,21.53,109.56,1
101,CP080,CP120,900.0,650.0,5.0,105.0,112.53,5.48,21.53,110.09,1
102,CP080,CP120,900.0,650.0,5.0,105.0,112.91,5.51,21.57,110.51,1
103,CP080,CP120,900.0,650.0,5.0,105.0,113.18,5.49,21.59,110.92,1
104,CP080,CP120,900.0,650.0,5.0,105.0,113.53,5.54,21.64,111.21,1
105,CP080,CP120,900.0,650.0,5.0,105.0,113.96,5.51,21.67,111.39,1
106,CP080,CP120,900.0,650.0,5.0,105.0,114.47,5.46,21.72,111.72,1
107,CP080,CP120,900.0,650.0,5.0,105.0,114.79,5.43,21.71,112.06,1
108,CP080,CP120,900.0,650.0,5.0,105.0,115.01,5.48,21.72,112.37,1
109,CP080,CP120,900.0,650.0,5.0,105.0,115.4,5.48,21.72,113.11,1
110,CP080,CP120,900.0,650.0,5.0,105.0,115.62,5.5,21.76,113.49,1
111,CP080,CP120,900.0,650.0,5.0,105.0,115.89,5.44,21.8,113.62,1
112,CP080,CP120,900.0,650.0,5.0,105.0,115.86,5.41,21.83,114.17,1
113,CP080,CP120,900.0,650.0,5.0,105.0,116.09,5.48,21.85,114.5,1
114,CP080,CP120,900.0,650.0,5.0,105.0,116.12,5.51,21.81,114.68,1
115,CP080,CP120,900.0,650.0,5.0,105.0,116.38,5.61,21.9,114.73,1
116,CP080,CP120,900.0,650.0,5.0,105.0,116.48,5.61,21.9,115.05,1
117,CP080,CP120,900.0,650.0,5.0,105.0,116.37,5.58,21.93,115.43,1
118,CP080,CP120,900.0,650.0,5.0,105.0,116.77,5.54,21.93,115.93,1
119,CP080,CP120,900.0,650.0,5.0,105.0,116.63,5.57,21.92,116.35,1
120,CP080,CP120,900.0,650.0,5.0,105.0,116.79,5.54,21.89,116.72,1
121,CP080,CP120,900.0,650.0,5.0,105.0,116.93,5.52,21.88,116.7,1
122,CP080,CP120,900.0,650.0,5.0,105.0,117.09,5.55,21.91,116.99,0
123,CP080,CP120,900.0,650.0,5.0,105.0,117.13,5.58,21.97,117.14,0
124,CP080,CP120,900.0,650.0,5.0,105.0,117.11,5.57,21.96,117.57,0
125,CP080,CP120,900.0,650.0,5.0,105.0,117.08,5.54,22.01,117.81,0
126,CP080,CP120,900.0,650.0,5.0,105.0,116.94,5.55,22.02,118.07,1
127,CP080,CP120,900.0,650.0,5.0,105.0,117.05,5.59,22.02,118.32,0
128,CP080,CP120,900.0,650.0,5.0,105.0,117.36,5.58,22.06,118.49,0
129,CP080,CP120,900.0,650.0,5.0,105.0,117.51,5.54,22.08,118.39,0
130,CP080,CP120,900.0,650.0,5.0,105.0,117.48,5.49,22.13,118.45,0
131,CP080,CP120,900.0,650.0,5.0,105.0,117.62,5.48,22.15,118.51,0
132,CP080,CP120,900.0,650.0,5.0,105.0,117.72,5.47,22.18,118.69,0
133,CP080,CP120,900.0,650.0,5.0,105.0,117.89,5.46,22.17,118.93,0
134,CP080,CP120,900.0,650.0,5.0,105.0,118.23,5.49,22.2,119.12,0
135,CP080,CP120,900.0,650.0,5.0,105.0,118.57,5.45,22.24,119.25,0
136,CP080,CP120,900.0,650.0,5.0,105.0,118.82,5.49,22.23,119.43,0
137,CP080,CP120,900.0,650.0,5.0,105.0,118.92,5.48,22.27,119.51,0
138,CP080,CP120,900.0,650.0,5.0,105.0,118.71,5.46,22.28,119.88,0
139,CP080,CP120,900.0,650.0,5.0,105.0,118.73,5.43,22.23,120.14,0
140,CP080,CP120,900.0,650.0,5.0,105.0,118.88,5.39,22.21,120.34,0
141,CP080,CP120,900.0,650.0,5.0,105.0,118.81,5.38,22.27,120.47,0
142,CP080,CP120,900.0,650.0,5.0,105.0,118.58,5.37,22.17,120.65,0
143,CP080,CP120,900.0,650.0,5.0,105.0,118.81,5.37,22.14,120.55,0
144,CP080,CP120,900.0,650.0,5.0,105.0,118.98,5.36,22.11,120.64,0
145,CP080,CP120,900.0,650.0,5.0,105.0,118.89,5.38,22.11,120.89,0
146,CP080,CP120,900.0,650.0,5.0,105.0,118.96,5.44,22.11,121.21,0
147,CP080,CP120,900.0,650.0,5.0,105.0,118.99,5.43,22.06,121.22,0
148,CP080,CP120,900.0,650.0,5.0,105.0,119.3,5.44,22.07,121.47,0
149,CP080,CP120,900.0,650.0,5.0,105.0,119.35,5.44,22.11,121.59,0
150,CP080,CP120,900.0,650.0,5.0,105.0,119.37,5.44,22.09,121.57,0
151,CP080,CP120,900.0,650.0,5.0,105.0,119.57,5.46,22.18,121.67,0
152,CP080,CP120,900.0,650.0,5.0,105.0,119.54,5.5,22.15,122.19,0
153,CP080,CP120,900.0,650.0,5.0,105.0,119.41,5.49,22.12,122.35,0
154,CP080,CP120,900.0,650.0,5.0,105.0,119.22,5.55,22.13,122.68,0
155,CP080,CP120,900.0,650.0,5.0,105.0,119.27,5.59,22.09,122.72,0
156,CP080,CP120,900.0,650.0,5.0,105.0,119.46,5.61,22.1,123.0,0
157,CP080,CP120,900.0,650.0,5.0,105.0,119.44,5.59,22.17,123.02,0
158,CP080,CP120,900.0,650.0,5.0,105.0,119.7,5.63,22.2,123.1,0
159,CP080,CP120,900.0,650.0,5.0,105.0,119.76,5.66,22.19,123.27,0
160,CP080,CP120,900.0,650.0,5.0,105.0,119.67,5.66,22.26,123.46,0
161,CP080,CP120,900.0,650.0,5.0,105.0,119.71,5.61,22.21,123.64,0
162,CP080,CP120,900.0,650.0,5.0,105.0,119.89,5.65,22.25,123.79,0
163,CP080,CP120,900.0,650.0,5.0,105.0,119.9,5.67,22.23,123.96,0
164,CP080,CP120,900.0,650.0,5.0,105.0,119.6,5.69,22.27,124.22,0
165,CP080,CP120,900.0,650.0,5.0,105.0,119.53,5.72,22.29,124.45,0
166,CP080,CP120,900.0,650.0,5.0,105.0,119.86,5.68,22.26,124.6,0
167,CP080,CP120,900.0,650.0,5.0,105.0,119.69,5.66,22.25,124.9,0
168,CP080,CP120,900.0,650.0,5.0,105.0,119.72,5.7,22.26,124.97,0
169,CP080,CP120,900.0,650.0,5.0,105.0,119.75,5.7,22.24,124.75,0
170,CP080,CP120,900.0,650.0,5.0,105.0,119.63,5.67,22.24,124.65,0
171,CP080,CP120,900.0,650.0,5.0,105.0,119.37,5.69,22.16,124.68,0
172,CP080,CP120,900.0,650.0,5.0,105.0,119.39,5.66,22.17,124.81,0
173,CP080,CP120,900.0,650.0,5.0,105.0,119.45,5.65,22.12,124.97,0
174,CP080,CP120,900.0,650.0,5.0,105.0,119.32,5.64,22.11,125.04,0
175,CP080,CP120,900.0,650.0,5.0,105.0,119.13,5.68,22.08,125.09,0
176,CP080,CP120,900.0,650.0,5.0,105.0,119.01,5.61,22.06,125.21,0
177,CP080,CP120,900.0,650.0,5.0,105.0,118.74,5.6,22.09,125.48,0
178,CP080,CP120,900.0,650.0,5.0,105.0,118.99,5.63,22.08,125.5,0
179,CP080,CP120,900.0,650.0,5.0,105.0,119.02,5.62,22.13,125.39,0
180,CP080,CP120,900.0,650.0,5.0,105.0,118.9,5.62,22.16,125.38,0
181,CP080,CP120,900.0,650.0,5.0,105.0,118.89,5.6,22.12,125.67,0
182,CP080,CP120,900.0,650.0,5.0,105.0,118.85,5.67,22.1,125.84,0
183,CP080,CP120,900.0,650.0,5.0,105.0,118.8,5.65,22.1,125.77,0
184,CP080,CP120,900.0,650.0,5.0,105.0,118.83,5.66,22.12,125.85,0
185,CP080,CP120,900.0,650.0,5.0,105.0,118.89,5.71,22.11,125.72,0
186,CP080,CP120,900.0,650.0,5.0,105.0,118.78,5.65,22.1,125.7,0
187,CP080,CP120,900.0,650.0,5.0,105.0,119.16,5.66,22.12,125.97,0
188,CP080,CP120,900.0,650.0,5.0,105.0,119.33,5.65,22.14,125.75,0
189,CP080,CP120,900.0,650.0,5.0,105.0,119.26,5.6,22.16,125.76,0
190,CP080,CP120,900.0,650.0,5.0,105.0,119.15,5.57,22.17,125.86,0
191,CP080,CP120,900.0,650.0,5.0,105.0,119.53,5.57,22.23,125.96,0
192,CP080,CP120,900.0,650.0,5.0,105.0,119.6,5.52,22.27,125.89,0
193,CP080,CP120,900.0,650.0,5.0,105.0,119.71,5.5,22.23,125.95,0
194,CP080,CP120,900.0,650.0,5.0,105.0,119.49,5.49,22.18,125.98,0
195,CP080,CP120,900.0,650.0,5.0,105.0,119.46,5.49,22.2,126.01,0
196,CP080,CP120,900.0,650.0,5.0,105.0,119.35,5.49,22.23,125.96,0
197,CP080,CP120,900.0,650.0,5.0,105.0,119.41,5.47,22.26,125.87,0
198,CP080,CP120,900.0,650.0,5.0,105.0,119.48,5.46,22.24,126.09,0
199,CP080,CP120,900.0,650.0,5.0,105.0,119.66,5.4,22.26,126.16,0
200,CP080,CP120,900.0,650.0,5.0,105.0,119.81,5.4,22.18,126.26,0
201,CP080,CP120,900.0,650.0,5.0,105.0,119.73,5.42,22.12,125.95,0
202,CP080,CP120,900.0,650.0,5.0,105.0,119.78,5.4,22.11,125.89,0
203,CP080,CP120,900.0,650.0,5.0,105.0,120.08,5.42,22.14,125.93,0
204,CP080,CP120,900.0,650.0,5.0,105.0,120.0,5.37,22.16,125.87,0
205,CP080,CP120,900.0,650.0,5.0,105.0,119.99,5.4,22.17,125.82,0
206,CP080,CP120,900.0,650.0,5.0,105.0,120.1,5.37,22.14,125.89,0
207,CP080,CP120,900.0,650.0,5.0,105.0,120.03,5.35,22.12,125.8,0
208,CP080,CP120,900.0,650.0,5.0,105.0,120.17,5.37,22.1,125.66,0
209,CP080,CP120,900.0,650.0,5.0,105.0,119.93,5.35,22.05,125.57,0
210,CP080,CP120,900.0,650.0,5.0,105.0,119.73,5.39,22.04,125.64,0
211,CP080,CP120,900.0,650.0,5.0,105.0,119.74,5.39,21.96,125.57,0
212,CP080,CP120,900.0,650.0,5.0,105.0,119.61,5.41,21.94,125.56,0
213,CP080,CP120,900.0,650.0,5.0,105.0,119.59,5.39,21.94,125.56,0
214,CP080,CP120,900.0,650.0,5.0,105.0,119.64,5.37,22.0,125.59,0
215,CP080,CP120,900.0,650.0,5.0,105.0,119.7,5.38,22.06,125.78,0
216,CP080,CP120,900.0,650.0,5.0,105.0,119.69,5.38,22.05,125.8,0
217,CP080,CP120,900.0,650.0,5.0,105.0,119.7,5.35,22.1,125.96,0
218,CP080,CP120,900.0,650.0,5.0,105.0,119.79,5.41,22.12,125.9,0
219,CP080,CP120,900.0,650.0,5.0,105.0,119.75,5.4,22.2,125.85,0
220,CP080,CP120,900.0,650.0,5.0,105.0,119.83,5.41,22.21,126.18,0
221,CP080,CP120,900.0,650.0,5.0,105.0,119.64,5.42,22.24,126.01,0
222,CP080,CP120,900.0,650.0,5.0,105.0,119.74,5.45,22.22,126.21,0
223,CP080,CP120,900.0,650.0,5.0,105.0,119.52,5.4,22.28,126.09,0
224,CP080,CP120,900.0,650.0,5.0,105.0,119.5,5.39,22.28,126.41,0
225,CP080,CP120,900.0,650.0,5.0,105.0,119.28,5.4,22.37,126.39,0
226,CP080,CP120,900.0,650.0,5.0,105.0,119.21,5.4,22.36,126.38,0
227,CP080,CP120,900.0,650.0,5.0,105.0,119.34,5.34,22.31,126.34,0
228,CP080,CP120,900.0,650.0,5.0,105.0,119.63,5.36,22.27,126.66,0
229,CP080,CP120,900.0,650.0,5.0,105.0,119.84,5.36,22.24,126.84,0
230,CP080,CP120,900.0,650.0,5.0,105.0,119.83,5.35,22.27,127.05,0
231,CP080,CP120,900.0,650.0,5.0,105.0,119.85,5.34,22.21,127.0,0
232,CP080,CP120,900.0,650.0,5.0,105.0,120.03,5.34,22.24,127.48,0
233,CP080,CP120,900.0,650.0,5.0,105.0,120.19,5.38,22.14,127.74,0
234,CP080,CP120,900.0,650.0,5.0,105.0,120.09,5.38,22.08,127.46,0
235,CP080,CP120,900.0,650.0,5.0,105.0,119.98,5.4,22.06,127.52,0
236,CP080,CP120,900.0,650.0,5.0,105.0,119.85,5.41,22.12,127.53,0
237,CP080,CP120,900.0,650.0,5.0,105.0,120.0,5.36,22.15,127.53,0
238,CP080,CP120,900.0,650.0,5.0,105.0,120.31,5.4,22.11,127.84,0
239,CP080,CP120,900.0,650.0,5.0,105.0,120.12,5.38,22.07,127.93,0
240,CP080,CP120,900.0,650.0,5.0,105.0,120.36,5.4,22.04,127.93,0
241,CP080,CP120,900.0,650.0,5.0,105.0,120.33,5.38,22.06,127.87,0
242,CP080,CP120,900.0,650.0,5.0,105.0,119.98,5.4,22.04,128.16,0
243,CP080,CP120,900.0,650.0,5.0,105.0,119.95,5.42,22.01,128.3,0
244,CP080,CP120,900.0,650.0,5.0,105.0,119.86,5.43,22.07,128.08,0
245,CP080,CP120,900.0,650.0,5.0,105.0,119.74,5.44,22.11,127.88,0
246,CP080,CP120,900.0,650.0,5.0,105.0,119.65,5.4,22.07,127.92,0
247,CP080,CP120,900.0,650.0,5.0,105.0,119.69,5.39,22.06,128.0,0
248,CP080,CP120,900.0,650.0,5.0,105.0,119.97,5.4,22.05,127.94,0
249,CP080,CP120,900.0,650.0,5.0,105.0,120.11,5.43,22.09,127.82,0
250,CP080,CP120,900.0,650.0,5.0,105.0,120.13,5.49,22.12,127.99,0
251,CP080,CP120,900.0,650.0,5.0,105.0,120.11,5.45,22.05,128.25,0
252,CP080,CP120,900.0,650.0,5.0,105.0,120.08,5.47,22.04,128.23,0
253,CP080,CP120,900.0,650.0,5.0,105.0,120.12,5.51,22.07,128.07,0
254,CP080,CP120,900.0,650.0,5.0,105.0,119.9,5.47,21.99,128.0,0
255,CP080,CP120,900.0,650.0,5.0,105.0,119.97,5.45,22.02,127.87,0
256,CP080,CP120,900.0,650.0,5.0,105.0,119.89,5.45,21.99,127.82,0
257,CP080,CP120,900.0,650.0,5.0,105.0,120.02,5.49,21.98,127.89,0
258,CP080,CP120,900.0,650.0,5.0,105.0,119.86,5.46,21.96,127.69,0
259,CP080,CP120,900.0,650.0,5.0,105.0,119.89,5.47,21.93,127.57,0
260,CP080,CP120,900.0,650.0,5.0,105.0,119.93,5.44,21.98,127.43,0
261,CP080,CP120,900.0,650.0,5.0,105.0,119.96,5.41,21.92,127.46,0
262,CP080,CP120,900.0,650.0,5.0,105.0,119.84,5.44,21.96,127.24,0
263,CP080,CP120,900.0,650.0,5.0,105.0,119.72,5.44,21.91,127.0,0
264,CP080,CP120,900.0,650.0,5.0,105.0,119.96,5.45,21.9,126.92,0
265,CP080,CP120,900.0,650.0,5.0,105.0,120.08,5.43,21.89,126.83,0
266,CP080,CP120,900.0,650.0,5.0,105.0,120.05,5.45,21.91,126.86,0
267,CP080,CP120,900.0,650.0,5.0,105.0,119.94,5.47,21.87,126.87,0
268,CP080,CP120,900.0,650.0,5.0,105.0,119.83,5.44,21.88,126.61,0
269,CP080,CP120,900.0,650.0,5.0,105.0,119.67,5.43,21.87,126.55,0
270,CP080,CP120,900.0,650.0,5.0,105.0,119.5,5.4,21.88,126.86,0
271,CP080,CP120,900.0,650.0,5.0,105.0,119.77,5.45,21.84,126.81,0
272,CP080,CP120,900.0,650.0,5.0,105.0,119.81,5.44,21.83,126.69,0
273,CP080,CP120,900.0,650.0,5.0,105.0,119.95,5.43,21.92,126.36,0
274,CP080,CP120,900.0,650.0,5.0,105.0,119.74,5.45,21.92,126.52,0
275,CP080,CP120,900.0,650.0,5.0,105.0,119.58,5.47,21.94,126.47,0
276,CP080,CP120,900.0,650.0,5.0,105.0,119.45,5.48,22.02,126.61,0
277,CP080,CP120,900.0,650.0,5.0,105.0,119.51,5.46,22.04,126.56,0
278,CP080,CP120,900.0,650.0,5.0,105.0,119.48,5.46,22.0,126.66,0
279,CP080,CP120,900.0,650.0,5.0,105.0,119.47,5.43,21.98,126.73,0
280,CP080,CP120,900.0,650.0,5.0,105.0,119.56,5.44,21.99,126.55,0
281,CP080,CP120,900.0,650.0,5.0,105.0,119.36,5.41,21.99,126.49,0
282,CP080,CP120,900.0,650.0,5.0,105.0,119.47,5.36,21.98,126.21,0
283,CP080,CP120,900.0,650.0,5.0,105.0,119.24,5.41,22.0,126.39,0
284,CP080,CP120,900.0,650.0,5.0,105.0,119.35,5.4,22.04,126.4,0
285,CP080,CP120,900.0,650.0,5.0,105.0,119.6,5.4,22.03,126.25,0
286,CP080,CP120,900.0,650.0,5.0,105.0,119.32,5.42,22.04,126.31,0
287,CP080,CP120,900.0,650.0,5.0,105.0,119.23,5.44,22.01,126.15,0
288,CP080,CP120,900.0,650.0,5.0,105.0,119.26,5.42,21.99,126.11,0
289,CP080,CP120,900.0,650.0,5.0,105.0,119.39,5.48,21.91,126.23,0
290,CP080,CP120,900.0,650.0,5.0,105.0,119.64,5.49,21.96,126.31,0
291,CP080,CP120,900.0,650.0,5.0,105.0,119.79,5.49,21.95,126.28,0
292,CP080,CP120,900.0,650.0,5.0,105.0,119.79,5.53,21.97,126.13,0
293,CP080,CP120,900.0,650.0,5.0,105.0,119.7,5.53,22.0,126.26,0
294,CP080,CP120,900.0,650.0,5.0,105.0,119.59,5.55,22.04,126.11,0
295,CP080,CP120,900.0,650.0,5.0,105.0,119.72,5.58,22.01,126.44,0
296,CP080,CP120,900.0,650.0,5.0,105.0,119.63,5.59,21.98,126.68,0
297,CP080,CP120,900.0,650.0,5.0,105.0,119.8,5.62,21.95,126.66,0
298,CP080,CP120,900.0,650.0,5.0,105.0,119.68,5.66,21.98,126.64,0
299,CP080,CP120,900.0,650.0,5.0,105.0,120.05,5.62,22.0,126.81,0
300,CP080,CP120,900.0,650.0,5.0,105.0,120.02,5.63,21.96,126.75,0
1,CP080,OP100,998.0,481.5,4.15,94.78,80.17,4.93,18.09,94.83,1
2,CP080,OP100,996.0,483.0,4.1,94.57,80.46,4.91,18.11,94.77,1
3,CP080,OP100,994.0,484.5,4.1,94.36,80.98,4.93,18.1,94.56,1
4,CP080,OP100,992.0,486.0,4.1,94.15,81.17,4.94,18.15,94.39,1
5,CP080,OP100,990.0,487.5,4.1,93.95,81.48,4.95,18.18,94.4,1
6,CP080,OP100,988.0,489.0,4.1,93.75,81.7,5.0,18.16,94.25,1
7,CP080,OP100,986.0,490.5,4.1,93.56,82.26,4.97,18.23,93.99,1
8,CP080,OP100,984.0,492.0,4.1,93.36,82.76,4.97,18.27,93.89,1
9,CP080,OP100,982.0,493.5,4.1,93.18,82.94,4.96,18.28,93.86,1
10,CP080,OP100,980.0,495.0,4.1,92.99,82.89,5.0,18.25,93.64,1
11,CP080,OP100,978.0,496.5,4.1,92.81,82.88,4.97,18.23,93.53,1
12,CP080,OP100,976.0,498.0,4.1,92.63,83.25,4.98,18.2,93.26,1
13,CP080,OP100,974.0,499.5,4.1,92.45,83.58,4.99,18.26,93.04,1
14,CP080,OP100,972.0,501.0,4.1,92.27,83.82,4.96,18.29,93.03,1
15,CP080,OP100,970.0,502.5,4.1,92.1,83.91,4.94,18.29,92.89,1
16,CP080,OP100,968.0,504.0,4.1,91.93,84.05,4.86,18.27,93.1,1
17,CP080,OP100,966.0,505.5,4.1,91.77,84.5,4.89,18.33,93.09,1
18,CP080,OP100,964.0,507.0,4.1,91.61,84.5,4.86,18.23,93.16,1
19,CP080,OP100,962.0,508.5,4.1,91.45,84.79,4.87,18.15,93.23,1
20,CP080,OP100,960.0,510.0,4.1,91.29,85.04,4.93,18.16,93.12,1
21,CP080,OP100,960.0,511.5,4.1,91.13,85.29,4.97,18.13,93.06,1
22,CP080,OP100,960.0,513.0,4.1,90.98,85.47,5.03,18.09,93.26,1
23,CP080,OP100,960.0,514.5,4.1,90.83,85.64,4.97,18.06,93.44,1
24,CP080,OP100,960.0,516.0,4.1,90.68,85.83,4.99,18.18,93.82,1
25,CP080,OP100,960.0,517.5,4.1,90.54,86.13,4.93,18.16,93.93,1
26,CP080,OP100,960.0,519.0,4.1,90.4,86.21,4.89,18.17,94.01,1
27,CP080,OP100,960.0,520.5,4.1,90.26,86.07,4.89,18.16,94.03,1
28,CP080,OP100,960.0,522.0,4.1,90.12,86.31,4.89,18.14,94.27,1
29,CP080,OP100,960.0,523.5,4.1,89.98,86.37,4.97,18.13,94.48,1
30,CP080,OP100,960.0,525.0,4.1,89.85,86.67,5.0,18.06,94.66,1
31,CP080,OP100,960.0,526.5,4.1,89.72,86.57,5.03,18.0,94.43,1
32,CP080,OP100,960.0,528.0,4.1,89.59,86.82,5.08,17.92,94.44,1
